Gene stable ID,Gene start (bp),Gene end (bp),Gene name
ENSG00000204919,57140918,57143939,PRR20A
ENSG00000229665,57140918,57157082,PRR20C
ENSG00000204918,57147488,57150509,PRR20B
ENSG00000227151,57160632,57163653,PRR20D
ENSG00000234278,57167197,57170218,PRR20E
ENSG00000132932,25371974,26025851,ATP8A2
ENSG00000102547,49308650,49444064,CAB39L
ENSG00000118946,57631744,57729311,PCDH17
ENSG00000125266,106489745,106535662,EFNB2
ENSG00000134884,106541673,106568137,ARGLU1
ENSG00000180730,26044597,26051031,SHISA2
ENSG00000127870,26132115,26222314,RNF6
ENSG00000139734,59665583,60163987,DIAPH3
ENSG00000102738,40729135,40771173,MRPS31
ENSG00000136169,49444374,49495003,SETDB2
ENSG00000102743,40789412,40812460,SLC25A15
ENSG00000120690,40931924,41061440,ELF1
ENSG00000120688,41061509,41084006,WBP4
ENSG00000132964,26254104,26405238,CDK8
ENSG00000136155,77535674,77645263,SCEL
ENSG00000153495,111316184,111344249,TEX29
ENSG00000083544,60396457,60573878,TDRD3
ENSG00000132970,26557703,26688948,WASF3
ENSG00000165572,41127569,41132746,KBTBD6
ENSG00000120662,41216369,41263577,MTRF1
ENSG00000120696,41189833,41194566,KBTBD7
ENSG00000182968,112067647,112070488,SOX1
ENSG00000165300,87672615,87696272,SLITRK5
ENSG00000136147,49495610,49528981,PHF11
ENSG00000180138,37103259,37105664,CSNK1A1L
ENSG00000280165,61409685,61415522,PCDH20
ENSG00000197991,61409858,61427849,AL592490.1
ENSG00000153498,112376355,112434689,SPACA7
ENSG00000136144,49531946,49585558,RCBTB1
ENSG00000204442,107163510,107866735,FAM155A
ENSG00000237378,63746741,63751080,AL445989.1
ENSG00000174405,108207439,108218368,LIG4
ENSG00000152213,49628299,49633872,ARL11
ENSG00000139826,108218392,108234243,ABHD13
ENSG00000133110,37562583,37598844,POSTN
ENSG00000102524,108251240,108308484,TNFSF13B
ENSG00000139737,77697687,77764242,SLAIN1
ENSG00000285566,63832361,63833531,AL445238.1
ENSG00000123179,49660674,49691486,EBPL
ENSG00000126216,112485011,112588205,TUBGCP3
ENSG00000102753,49699320,49792682,KPNA3
ENSG00000184226,66302834,67230445,PCDH9
ENSG00000041515,108596152,109208005,MYO16
ENSG00000179399,91398621,92873682,GPC5
ENSG00000172766,41311267,41377030,NAA16
ENSG00000183098,93226807,94408020,GPC6
ENSG00000102760,41457550,41470871,RGCC
ENSG00000123178,49912702,49936490,SPRYD7
ENSG00000152193,78614289,78659155,RNF219
ENSG00000152192,78598362,78603552,POU4F1
ENSG00000136160,77895481,77975529,EDNRB
ENSG00000080166,94436811,94479682,DCT
ENSG00000136104,50909678,51024120,RNASEH2B
ENSG00000068650,112690329,112887168,ATP11A
ENSG00000088451,94574054,94596242,TGDS
ENSG00000152749,94601857,94634661,GPR180
ENSG00000125285,94709622,94712399,SOX21
ENSG00000185950,109752695,109786583,IRS2
ENSG00000204977,49995888,50020481,TRIM13
ENSG00000186047,50519364,50843939,DLEU7
ENSG00000198553,50015254,50020922,KCNRG
ENSG00000125304,99446311,99564006,TM9SF2
ENSG00000168348,35534164,35537054,INSM2
ENSG00000258989,61529128,61657964,AL355916.3
ENSG00000182107,61277370,61281840,TMEM30B
ENSG00000283071,103084210,103090027,LBHD2
ENSG00000205436,103100144,103110559,EXOC3L4
ENSG00000185215,103123442,103137439,TNFAIP2
ENSG00000196136,94612377,94624055,SERPINA3
ENSG00000100665,94561442,94569913,SERPINA4
ENSG00000188488,94561442,94593118,SERPINA5
ENSG00000273259,94592058,94624646,AL049839.2
ENSG00000100749,96797382,96931722,VRK1
ENSG00000092068,23125295,23183674,SLC7A8
ENSG00000100664,103333544,103345025,EIF5
ENSG00000100644,61695513,61748259,HIF1A
ENSG00000174373,35538352,35809304,RALGAPA1
ENSG00000023608,61762420,61796428,SNAPC1
ENSG00000133937,94768216,94770230,GSC
ENSG00000197406,101561351,101563452,DIO3
ENSG00000139973,61811974,62112550,SYT16
ENSG00000215271,23272422,23299447,HOMEZ
ENSG00000258643,23306835,23325369,BCL2L2-PABPN1
ENSG00000235194,23295643,23302848,PPP1R3E
ENSG00000129473,23298790,23311759,BCL2L2
ENSG00000215277,23185316,23273477,RNF212B
ENSG00000100836,23321289,23326185,PABPN1
ENSG00000100916,35826338,35932325,BRMS1L
ENSG00000100697,95086228,95158010,DICER1
ENSG00000078304,101761798,101927989,PPP2R5C
ENSG00000075413,103385392,103503831,MARK3
ENSG00000169327,21148370,21159060,OR5AU1
ENSG00000176605,98711613,98717766,C14orf177
ENSG00000140015,62699464,63102037,KCNH5
ENSG00000127152,99169287,99272197,BCL11B
ENSG00000126785,63204114,63293508,RHOJ
ENSG00000092096,23346306,23352912,SLC22A17
ENSG00000100842,23356403,23365752,EFS
ENSG00000183576,99397748,99480889,SETD3
ENSG00000166090,23372809,23376403,IL25
ENSG00000166091,23376773,23379772,CMTM5
ENSG00000166165,103519667,103522833,CKB
ENSG00000166166,103529196,103537073,TRMT61A
ENSG00000205476,99500190,99604207,CCDC85C
ENSG00000090061,99481169,99535044,CCNK
ENSG00000166170,103556544,103562831,BAG5
ENSG00000165959,95181940,95319908,CLMN
ENSG00000126214,103561896,103714249,KLC1
ENSG00000183648,92116122,92121917,NDUFB1
ENSG00000197616,23381982,23408273,MYH6
ENSG00000165934,92121937,92172145,CPSF2
ENSG00000256053,103562962,103607523,APOPT1
ENSG00000256500,103562962,103685924,AL139300.1
ENSG00000126215,103697609,103715504,XRCC3
ENSG00000182218,99645110,99680569,HHIPL1
ENSG00000036530,99684304,99727301,CYP46A1
ENSG00000197102,101964573,102056443,DYNC1H1
ENSG00000092054,23412740,23435660,MYH7
ENSG00000176438,95407266,95475836,SYNE3
ENSG00000140090,92322581,92501483,SLC24A4
ENSG00000100599,92513781,92688994,RIN3
ENSG00000100600,92703807,92748679,LGMN
ENSG00000066455,92794305,92839947,GOLGA5
ENSG00000100604,92923150,92935285,CHGA
ENSG00000100605,92936914,93116320,ITPK1
ENSG00000165943,93182199,93184923,MOAP1
ENSG00000259066,93184973,93218586,AL110118.2
ENSG00000153485,93184951,93187089,TMEM251
ENSG00000170270,93202894,93207065,GON7
ENSG00000012963,93207241,93229215,UBR7
ENSG00000027075,61187559,61550976,PRKCH
ENSG00000100906,35401511,35404749,NFKBIA
ENSG00000165953,94487274,94517844,SERPINA12
ENSG00000186910,94442464,94452800,SERPINA11
ENSG00000170054,94462717,94479689,SERPINA9
ENSG00000140022,81260656,81436465,STON2
ENSG00000180998,52552836,52637713,GPR137C
ENSG00000100883,34981957,35029567,SRP54
ENSG00000213231,95686426,95692628,TCL1B
ENSG00000071537,81471547,81533853,SEL1L
ENSG00000197930,52639915,52695900,ERO1A
ENSG00000258466,67659820,67690367,AL049779.1
ENSG00000081181,67619920,67651708,ARG2
ENSG00000100568,67647085,67674820,VTI1B
ENSG00000072042,67676800,67695793,RDH11
ENSG00000100721,95709947,95714196,TCL1A
ENSG00000100614,60245752,60299087,PPM1A
ENSG00000133958,93333219,93707876,UNC79
ENSG00000187581,93347191,93348356,COX8C
ENSG00000250366,95876392,95925571,TUNAR
ENSG00000175785,93718298,93788485,PRIMA1
ENSG00000100802,22985894,23010166,C14orf93
ENSG00000140067,93918894,93929608,FAM181A
ENSG00000258790,35122549,35317474,AL121594.1
ENSG00000100890,35121846,35277614,KIAA0391
ENSG00000100902,35278633,35317493,PSMA6
ENSG00000151327,35044907,35113130,FAM177A1
ENSG00000227051,96039324,96093889,C14orf132
ENSG00000092020,35085467,35122517,PPP2R3C
ENSG00000100739,96256210,96268967,BDKRB1
ENSG00000258691,96204844,96263929,AL355102.2
ENSG00000168398,96204679,96244166,BDKRB2
ENSG00000100628,93934153,93976791,ASB2
ENSG00000139988,67701886,67734452,RDH12
ENSG00000072121,67727374,67816590,ZFYVE26
ENSG00000184302,60508951,60512850,SIX6
ENSG00000179008,60396469,60515543,C14orf39
ENSG00000066739,96279195,96363341,ATG2B
ENSG00000100744,96363452,96387288,GSKIP
ENSG00000126778,60643414,60658259,SIX1
ENSG00000175699,93987225,94008863,CCDC197
ENSG00000072110,68874143,68979440,ACTN1
ENSG00000089737,94048287,94081212,DDX24
ENSG00000140057,96392128,96489427,AK7
ENSG00000100519,52707178,52728590,PSMC6
ENSG00000089723,94026340,94048930,OTUB2
ENSG00000066427,92044496,92106621,ATXN3
ENSG00000100625,60709539,60724351,SIX4
ENSG00000254656,100879753,100903722,RTL1
ENSG00000198252,52730166,52774989,STYX
ENSG00000092108,30622112,30735812,SCFD1
ENSG00000100865,102341102,102362916,CINP
ENSG00000022976,102317377,102342702,ZNF839
ENSG00000090060,96501433,96567111,PAPOLA
ENSG00000139974,60981114,61083733,SLC38A6
ENSG00000126814,60971451,60981358,TRMT5
ENSG00000020426,60734742,60969965,MNAT1
ENSG00000100804,23016543,23035230,PSMB5
ENSG00000222028,23042167,23043331,PSMB11
ENSG00000100522,52775193,52791668,GNPNAT1
ENSG00000073712,52857268,52952435,FERMT2
ENSG00000139990,69050881,69153150,DCAF5
ENSG00000165948,94081301,94103846,IFI27L1
ENSG00000156381,102501767,102509799,ANKRD9
ENSG00000196663,102362941,102502477,TECPR2
ENSG00000139880,23047062,23057538,CDH24
ENSG00000165949,94104836,94116698,IFI27
ENSG00000119632,94127779,94130253,IFI27L2
ENSG00000100626,69259277,69357033,GALNT16
ENSG00000089902,102592649,102730561,RCOR1
ENSG00000119698,94146128,94279734,PPP4R4
ENSG00000081177,69191511,69244020,EXD2
ENSG00000183092,100537147,100587413,BEGAIN
ENSG00000131323,102777476,102911500,TRAF3
ENSG00000185559,100725705,100738224,DLK1
ENSG00000198752,102932380,103057549,CDC42BPB
ENSG00000166126,102922656,102933596,AMN
ENSG00000179933,23095505,23100456,C14orf119
ENSG00000100813,23058564,23095614,ACIN1
ENSG00000283654,23099062,23104989,LMLN2
ENSG00000140093,94280460,94293268,SERPINA10
ENSG00000100478,31025106,31096450,AP4S1
ENSG00000196792,30893799,31026401,STRN3
ENSG00000100473,30874514,30895065,COCH
ENSG00000170099,94304248,94323389,SERPINA6
ENSG00000197249,94376747,94390693,SERPINA1
ENSG00000092067,23117304,23119616,CEBPE
ENSG00000087301,52430596,52552522,TXNDC16
ENSG00000140105,100333790,100376805,WARS
ENSG00000176473,100376418,100530303,WDR25
ENSG00000172590,22829879,22835037,MRPL52
ENSG00000100593,77474394,77498816,ISM2
ENSG00000157227,22836560,22849027,MMP14
ENSG00000100592,59188646,59371405,DAAM1
ENSG00000100596,77505997,77616773,SPTLC2
ENSG00000119682,74653437,74713108,AREL1
ENSG00000197324,22871740,22881713,LRP10
ENSG00000139890,22883222,22887678,REM2
ENSG00000092009,24505353,24508265,CMA1
ENSG00000100601,77672404,77708023,ALKBH1
ENSG00000100448,24573518,24576250,CTSG
ENSG00000053254,89124871,89619149,FOXN3
ENSG00000140025,89794669,89954777,EFCAB11
ENSG00000179627,104800596,104804712,ZBTB42
ENSG00000151838,59504539,59576812,CCDC175
ENSG00000181619,59429022,59465342,GPR135
ENSG00000050130,59484443,59505410,JKAMP
ENSG00000151748,50632058,50668331,SAV1
ENSG00000012983,50418501,50561126,MAP4K5
ENSG00000100453,24630954,24634267,GZMB
ENSG00000126790,59460363,59484408,L3HYPDH
ENSG00000100450,24606480,24609699,GZMH
ENSG00000198513,50532509,50633068,ATL1
ENSG00000099814,104865268,104896770,CEP170B
ENSG00000168952,24809656,25050297,STXBP6
ENSG00000119714,91232532,91253925,GPR68
ENSG00000172717,67189393,67228550,FAM71D
ENSG00000119616,74713144,74738620,FCF1
ENSG00000131969,50872053,50904970,ABHD12B
ENSG00000100504,50857891,50944483,PYGL
ENSG00000072415,67241109,67335819,MPP5
ENSG00000015133,91271323,91417844,CCDC88C
ENSG00000100554,67294371,67360265,ATP6V1D
ENSG00000119705,77708071,77761104,SLIRP
ENSG00000197734,77760830,77769742,C14orf178
ENSG00000185567,104937244,104978374,AHNAK2
ENSG00000100603,77717599,77761207,SNW1
ENSG00000166428,104924713,104937790,PLD4
ENSG00000140104,104985775,105010482,CLBA1
ENSG00000170779,105009573,105021148,CDCA4
ENSG00000139910,26443090,26598033,NOVA1
ENSG00000080815,73136418,73223691,PSEN1
ENSG00000092330,24239643,24242674,AL096870.1
ENSG00000183484,105049395,105065445,GPR132
ENSG00000066629,99737693,99942060,EML1
ENSG00000119608,74852871,74871940,PROX2
ENSG00000119596,74763316,74859435,YLPM1
ENSG00000092295,24249114,24264432,TGM1
ENSG00000176165,28760330,28770277,FOXG1
ENSG00000183828,105172938,105181323,NUDT14
ENSG00000184916,105140982,105168824,JAG2
ENSG00000184986,105526583,105530202,TMEM121
ENSG00000042088,89954939,90044768,TDP1
ENSG00000100461,22893204,22919182,RBM23
ENSG00000100796,91457611,91510554,PPP4R3A
ENSG00000119689,74881891,74903743,DLST
ENSG00000063761,77800109,77935014,ADCK1
ENSG00000100505,50975262,51096061,TRIM9
ENSG00000100462,22920525,22929408,PRMT5
ENSG00000152315,90061994,90185853,KCNK13
ENSG00000126803,64535905,64546173,HSPA2
ENSG00000126804,64503712,64533690,ZBTB1
ENSG00000179841,64465499,64474503,AKAP5
ENSG00000100714,64388031,64463457,MTHFD1
ENSG00000196405,99971449,100144236,EVL
ENSG00000089775,64449106,64505213,ZBTB25
ENSG00000198208,74903954,74923396,RPS6KL1
ENSG00000184304,29576479,30191898,PRKD1
ENSG00000168350,100143957,100159645,DEGS2
ENSG00000021645,78170373,79868290,NRXN3
ENSG00000139921,51240162,51257655,TMX1
ENSG00000100764,90256527,90275429,PSMC1
ENSG00000119720,90267860,90331969,NRDE2
ENSG00000139926,51489100,51730727,FRMD6
ENSG00000092140,30559158,30620064,G2E3
ENSG00000100767,73237497,73274640,PAPLN
ENSG00000133962,91580696,91780707,CATSPERB
ENSG00000100503,50719763,50831121,NIN
ENSG00000165929,91779746,91867536,TC2N
ENSG00000211448,80197527,80387757,DIO2
ENSG00000119630,74941834,74955626,PGF
ENSG00000119718,75002921,75012366,EIF2B2
ENSG00000157379,24290598,24299780,DHRS1
ENSG00000100949,24265538,24271739,RABGGTA
ENSG00000100811,100238298,100282792,YY1
ENSG00000197119,100291116,100306547,SLC25A29
ENSG00000100629,80476983,80959517,CEP128
ENSG00000165409,80954989,81146302,TSHR
ENSG00000119684,75013764,75051532,MLH3
ENSG00000129474,22971177,22982551,AJUBA
ENSG00000259132,22946270,22982258,AL132780.3
ENSG00000092036,22946228,22957161,HAUS4
ENSG00000165807,64549920,64589381,PPP1R36
ENSG00000182185,67819779,68730218,RAD51B
ENSG00000139970,59595976,59870776,RTN1
ENSG00000140092,91869412,91947987,FBLN5
ENSG00000165410,34706769,34714823,CFL2
ENSG00000186469,51826195,51979342,GNG2
ENSG00000170348,75131469,75176612,TMED10
ENSG00000119638,75079353,75127344,NEK9
ENSG00000126822,64704102,64750249,PLEKHG3
ENSG00000131951,59919713,60063559,LRRC9
ENSG00000119703,75064170,75079988,ZC2HC1C
ENSG00000070182,64746283,64879907,SPTB
ENSG00000119640,75053237,75069483,ACYP1
ENSG00000100815,91965991,92040896,TRIP11
ENSG00000198604,34752731,34875647,BAZ1A
ENSG00000011114,93237550,93333092,BTBD7
ENSG00000134001,67360328,67386516,EIF2S1
ENSG00000087303,52004803,52069228,NID2
ENSG00000087302,51989514,52010694,RTRAF
ENSG00000100558,67386984,67412167,PLEK2
ENSG00000198133,67447084,67533739,TMEM229B
ENSG00000054690,67533301,67589612,PLEKHH1
ENSG00000185650,68787660,68796253,ZFP36L1
ENSG00000100564,67581955,67600286,PIGH
ENSG00000165417,81175452,81221377,GTF2A1
ENSG00000100612,60144119,60169856,DHRS7
ENSG00000182512,95533503,95544724,GLRX5
ENSG00000126773,60091911,60169133,PCNX4
ENSG00000140153,102139503,102224847,WDR20
ENSG00000080823,102224500,102305190,MOK
ENSG00000168229,52267713,52276724,PTGDR
ENSG00000125384,52314305,52328598,PTGER2
ENSG00000140107,100323337,100330372,SLC25A47
ENSG00000080824,102080738,102139699,HSP90AA1
ENSG00000100490,50329404,50416461,CDKL1
ENSG00000185347,105489855,105499575,TEDC1
ENSG00000165533,88824153,88881078,TTC8
ENSG00000184990,104753147,104768494,SIVA1
ENSG00000257341,105487199,105492267,AL928654.3
ENSG00000087299,50237563,50312229,L2HGDH
ENSG00000213145,105486317,105488947,CRIP1
ENSG00000142208,104769349,104795751,AKT1
ENSG00000140009,64084232,64338112,ESR2
ENSG00000100938,24232422,24239242,GMPR2
ENSG00000054654,63852983,64226433,SYNE2
ENSG00000119681,74498183,74612378,LTBP2
ENSG00000125375,50312326,50335558,DMAC2L
ENSG00000165861,72969451,73027131,ZFYVE1
ENSG00000165527,49893082,49897054,ARF6
ENSG00000203485,104689606,104722535,INF2
ENSG00000182809,105472962,105480170,CRIP2
ENSG00000100483,50108632,50116600,VCPKMT
ENSG00000119707,73058532,73123899,RBM25
ENSG00000165617,58633967,58648321,DACT1
ENSG00000196553,66411704,66498677,CCDC196
ENSG00000185100,104724186,104747325,ADSSL1
ENSG00000100591,77457870,77469472,AHSA1
ENSG00000171723,66507407,67181803,GPHN
ENSG00000100888,21385194,21456126,CHD8
ENSG00000151445,77426675,77457952,VIPAS39
ENSG00000100485,50117130,50231578,SOS2
ENSG00000196860,58395928,58408702,TOMM20L
ENSG00000100575,58408495,58427531,TIMM9
ENSG00000100578,58427385,58551289,KIAA0586
ENSG00000129535,24080107,24115014,NRL
ENSG00000182732,71932429,72566530,RGS6
ENSG00000150527,39230231,39388513,MIA2
ENSG00000100711,103715730,103733668,ZFYVE21
ENSG00000088808,103733195,103847590,PPP1R13B
ENSG00000179600,63312835,63318879,GPHB5
ENSG00000198805,20468954,20477094,PNP
ENSG00000185024,105209286,105315589,BRF1
ENSG00000257365,64986895,65062652,FNTB
ENSG00000139998,64945814,64973226,RAB15
ENSG00000198668,90396502,90408268,CALM1
ENSG00000184887,105248490,105251093,BTBD6
ENSG00000125952,65006174,65102695,MAX
ENSG00000182545,20505537,20511169,RNASE10
ENSG00000179364,105300563,105398147,PACS2
ENSG00000165496,46651010,46651821,RPL10L
ENSG00000176153,64939152,64942905,GPX2
ENSG00000125954,64914485,65061803,CHURC1-FNTB
ENSG00000188655,20556093,20560931,RNASE9
ENSG00000258289,64914361,64944591,CHURC1
ENSG00000154001,63371364,63543377,PPP2R5E
ENSG00000139915,46840092,47675605,MDGA2
ENSG00000092200,21287939,21351301,RPGRIP1
ENSG00000156411,103912288,103928269,ATP5MPL
ENSG00000259060,20582892,20609795,AL163195.3
ENSG00000173464,20583559,20609884,RNASE11
ENSG00000258436,20590193,20590823,RNASE12
ENSG00000197776,49693105,49753150,KLHDC1
ENSG00000140006,63597039,63641861,WDR89
ENSG00000181803,20640696,20641691,OR6S1
ENSG00000259171,20684587,20700576,AL163636.2
ENSG00000258818,20684560,20701216,RNASE4
ENSG00000126821,63684216,63728065,SGPP1
ENSG00000214274,20684177,20698971,ANG
ENSG00000181562,20745892,20748380,EDDM3A
ENSG00000181552,20768427,20770948,EDDM3B
ENSG00000169413,20781268,20782467,RNASE6
ENSG00000129538,20801228,20802855,RNASE1
ENSG00000119614,74239449,74262738,VSX2
ENSG00000255804,22630929,22644352,OR6J1
ENSG00000155463,22766522,22773041,OXA1L
ENSG00000165501,49598761,49614672,LRR1
ENSG00000213741,49570984,49599164,RPS29
ENSG00000213920,24213943,24216070,MDP1
ENSG00000156414,103928456,104052667,TDRD9
ENSG00000255526,24213955,24232352,NEDD8-MDP1
ENSG00000254692,24189157,24213473,AL136295.1
ENSG00000259522,24180395,24190416,AL136295.4
ENSG00000254505,24209583,24213869,CHMP4A
ENSG00000227729,103940426,103942561,RD3L
ENSG00000139908,24205697,24208362,TSSK4
ENSG00000100918,24171853,24180257,REC8
ENSG00000100722,88562970,88627596,ZC3H14
ENSG00000100926,24189149,24195687,TM9SF1
ENSG00000205978,24399003,24419283,NYNRIN
ENSG00000196497,24180219,24188869,IPO4
ENSG00000100445,24439766,24442905,SDR39U1
ENSG00000100441,24429286,24441843,KHNYN
ENSG00000092201,21351476,21384019,SUPT16H
ENSG00000139899,24426532,24430954,CBLN3
ENSG00000169397,20891399,20892348,RNASE3
ENSG00000169385,20955487,20956436,RNASE2
ENSG00000165521,88612431,88792752,AL121768.1
ENSG00000129559,24216857,24232367,NEDD8
ENSG00000119688,74285269,74303055,ABCD4
ENSG00000165502,49618519,49620685,RPL36AL
ENSG00000168282,49620795,49623481,MGAT2
ENSG00000205683,72619296,72894116,DPF3
ENSG00000165506,49625174,49635230,DNAAF2
ENSG00000166183,104085686,104115582,ASPG
ENSG00000165516,49768130,49786385,KLHDC2
ENSG00000182979,105419820,105470729,MTA1
ENSG00000165914,90524564,90816479,TTC7B
ENSG00000165525,49782083,49852821,NEMF
ENSG00000226174,105398538,105450106,TEX22
ENSG00000100479,49643555,49688422,POLE2
ENSG00000033170,65410592,65744121,FUT8
ENSG00000165794,20999255,21001871,SLC39A2
ENSG00000165792,20989770,20997035,METTL17
ENSG00000133980,74303069,74360008,VRTN
ENSG00000183379,74405894,74426210,SYNDIG1L
ENSG00000133943,91060333,91225632,DGLUCY
ENSG00000119655,74476192,74494177,NPC2
ENSG00000155465,22773222,22829820,SLC7A7
ENSG00000165898,74493720,74497106,ISCA2
ENSG00000100784,90847861,91060641,RPS6KA5
ENSG00000119599,72926332,72959703,DCAF4
ENSG00000066735,104138723,104180894,KIF26A
ENSG00000258986,104474678,104605647,TMEM179
ENSG00000184601,104579684,104590515,C14orf180
ENSG00000100897,24114195,24125242,DCAF11
ENSG00000259371,24120956,24131829,AL136295.3
ENSG00000092199,21209136,21269494,HNRNPC
ENSG00000165555,77394021,77423517,NOXRED1
ENSG00000176281,19920582,19921659,OR4K5
ENSG00000155249,19930917,19936757,OR4K1
ENSG00000169488,19975444,19976659,OR4K15
ENSG00000169484,20014143,20019307,OR4K14
ENSG00000176253,20029399,20036038,OR4K13
ENSG00000126787,55148112,55191608,DLGAP5
ENSG00000100968,24365673,24379604,NFATC4
ENSG00000176246,20060045,20060983,OR4L1
ENSG00000176230,20110739,20122199,OR4K17
ENSG00000100884,24070837,24078100,CPNE6
ENSG00000184394,20138820,20145471,OR4N5
ENSG00000196832,20190894,20201075,OR11G2
ENSG00000176219,20223710,20224702,OR11H6
ENSG00000032219,58298385,58373887,ARID4A
ENSG00000176198,20239286,20244349,OR11H4
ENSG00000165782,20457719,20461612,PIP4P1
ENSG00000100823,20455191,20457772,APEX1
ENSG00000129534,45203190,45253540,MIS18BP1
ENSG00000136319,20256558,20305960,TTC5
